A_2,B_2,C_2,D_2,E_2,F_2,G_2,H_2,I_2,J_2,K_2,L_2,M_2,N_2,O_2,P_2
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0
0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0
0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0
0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0
0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0
0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
